"Image","Actual word","Kernel size","Kernel type","Iterations","Without Filter","Opening","Closing","Erosion","Dilation","OC","CO","OCO","COC","Sharpened"
"6868.jpeg","the",3,1,1,,,,,"the",,,,,"the"
"6869.jpeg","places",3,1,1,"places","places","places","places","places","places","places","places","places","places"
"687.png","write",3,1,1,"d write","d write","d write",,,"d write","d write","d write","d write","d write"
"6870.png","show",3,1,1,,,,,,,,,,"snow"
"6871.png",4,3,1,1,,,,,,,,,,
"6872.jpeg","mean",3,1,1,"mean","mean","MeEedNn","med","medn","Mec","Medjnn","Mec","Menn",
"6873.png","its",3,1,1,"iTS","iTS","iTS","iTS","its","iTS","iTS","iTS","iTS","its"
"6874.png","Technical",3,1,1,,,,,,,,,,
"6875.png",":",3,1,1,,,,,,,,,,
"6876.png","Answer",3,1,1,"Answer","Answer","Answer","Answer","Answer","Answer","Answer","Answer","Answer","Answer"
"6877.jpeg","HE",3,1,1,"HE","HE","HE",,"HE","HE","HE","HE","HE","HE"
"6878.png","full",3,1,1,,,,,,,,,,
"6879.png","following",3,1,1,"following","following","following","following","following","following","following","following","following","following"
"688.png","1:1,",3,1,1,"il,","il,","il,","Ll,","1:1,","il,","1:1,","1:1,","il,","1:1,"
"6880.jpeg","half",3,1,1,,,,,,,,,,
"6881.jpeg","you",3,1,1,"YOU","YOU","YOU","YOU","YOU","YOU","YOU","YOU","YOU","YOU"
"6882.jpeg","French",3,1,1,"French","French","French","French","French","French","French","French","French","French"
"6883.jpeg","ENOUGH",3,1,1,"ENOUGH","ENOUGH","ENOUGH",,"ENOUGH","ENOUGH","ENOUGH","ENOUGH","ENOUGH","ENOUGH"
"6884.png","EXIM",3,1,1,,,,,,,,,,
"6885.png","trade.",3,1,1,,,,,,,,,,
"6886.png","Distinguish",3,1,1,"Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish",
"6887.png","the",3,1,1,"ine","ine","ine",,"the","the","ine","the","ine","pad"
"6888.png","(c)",3,1,1,,,,,,,,,,
"6889.jpeg","inveterate",3,1,1,"inveterate","inveterate","inveterate","inveterate","inveterate","iryvveterate","inveterate","inveterate","inveterate",
"689.jpeg","spirit:",3,1,1,"spirit:","spirit:","spirit:","spirit:","spirit:","spirit:","spirit:","spirit:","spirit:","foul ite"
"6890.jpeg","who )",3,1,1,,,,,,,,,,"who )"
"6891.jpeg","the",3,1,1,,,"the","the","the","the","the","the","the",
"6892.jpeg","the",3,1,1,,,,"the",,,,,,
"6893.jpeg","him",3,1,1,"him","him","him","rity","him",,,,,
"6894.png","for",3,1,1,"ror","tor","tor","ror","for","for","tor","for","tor","rOr"
"6895.png","its",3,1,1,"its","its","its","its","its","its","its","its","its",
"6896.png","Readership",3,1,1,"Readership","Readership","Readership","Readership","Readership","Readership","Readership","Readership","Readership","Readership"
"6897.jpeg","MISCHANCE",3,1,1,,,,,,,,,,"MISCTIANCE"
"6898.png","Preference",3,1,1,,,,,"Preference",,,,,
"6899.jpeg","THE",3,1,1,"THE","THE","THE","THE","THE",,"THE",,"THE","TTT:"
"69.jpeg","obliged",3,1,1,"obliged","obliged","obliged","obliged","obliged","obliged","obliged","obliged","obliged","obliged"
"690.png","?",3,1,1,,,,,,,,,,
"6900.jpeg","broadswords]",3,1,1,"broadswords]","broadswords]","broadswords]","broadswords]","broadswords]","broadswords]","broadswords]","broadswords]","broadswords]","broadswordas]"
"6901.png",32,3,1,1,,,,,,,,,,
"6902.png","indicate",3,1,1,,,,,,,,,,"indicate"
"6903.png","the",3,1,1,,"the",,,,"the","the","the","the",
"6904.jpeg","than",3,1,1,,,,,,,,,,
"6905.png","how",3,1,1,"haw","how","haw","how","haw","haw","haw","haw","haw","hoy"
"6906.jpeg","do",3,1,1,"do","do","do","do","do","do","do","do","do",
"6907.png"," ",3,1,1,,,,,,,,,,
"6908.jpeg","his",3,1,1,"his","his","his","his","his","his","his","his","his","his"
"6909.jpeg","frankly",3,1,1,"frankly","frankly","frankly","frankly","frankly","frankly","frankly","frankly","frankly","frankly"
"691.jpeg","They",3,1,1,"They","They","They","They","They","They","They","They","They","They"
"6910.png","of",3,1,1,,,,,,,,,,
"6911.png","you",3,1,1,,,,"you","YOu",,,,,"You"
"6912.jpeg","without",3,1,1,"without","without","without","without","WITHOUT","without","without","without","without","without"
"6913.jpeg","only",3,1,1,"only","only","only","only","only","only","only","only","only","only"
"6914.jpeg","his",3,1,1,"his","his","his","his","his","his","his","his","his","yas"
"6915.jpeg","INTO",3,1,1,"INTO","INTO","INTO","INTO","INTO","INTO","INTO","INTO","INTO","INTO"
"6916.jpeg","And",3,1,1,,,,,,,,,,
"6917.png","demerits",3,1,1,,,,,,,,,,
"6918.jpeg","Cunninghams_",3,1,1,"Cunninghams _","Cunninghams _","Cunninghams _","Cunninghams _","Cunninghams _","Cunninghams _","Cunninghams _","Cunninghams _","Cunninghams _","C unninehams"
"6919.jpeg","OF",3,1,1,"OF","OF","OF","OF","OF","OF","OF","OF","OF","OF"
"692.png","OVER",3,1,1,,,,,,,,,,"J

wd WY"
"6920.jpeg","away",3,1,1,"away","away","away",,"away",,"away",,"away",
"6921.jpeg","hastened",3,1,1,"hastened","hastened","hastened","hastened","hastened","hastened","hastened","hastened","hastened","hastened"
"6922.png","pipelines",3,1,1,"pipelines","pipelines","pipelines","pipelines","pipelines","pipelines","pipelines","pipelines","pipelines","pipelines"
"6923.jpeg","THE",3,1,1,,,,,,,,,,
"6924.png","More",3,1,1,"More","More","More","More","More","More","More","More","More","More"
"6925.png","Explain",3,1,1,"Explain","Explain","Explain","Explain","Explain","Explain","Explain","Explain","Explain","Explain"
"6926.png","sxample.",3,1,1,"sxample.","sxample.","sxample.","sxample.","sxample.","sxample.","sxample.","sxample.","sxample.","sxample."
"6927.jpeg","it",3,1,1,,,,,,,,,,
"6928.png","announce",3,1,1,,,,,,,,,,
"6929.png","His",3,1,1,"RIC","RIC","RIC","biG","MIS","RIC","RIC","RIC","RIC",
"693.png","?",3,1,1,,,,,,,,,,
"6930.png","channels",3,1,1,,,,,,,,,,
"6931.png","Suggest",3,1,1,"ouggesi","ouggesi","ouggesi","ouggest","ouggest","ouggest","ouggest","ouggest","oOuggest",
"6932.png","are",3,1,1,,,,,,,,,,
"6933.jpeg","be",3,1,1,"be","be","be","be","be","He","he","be","he",
"6934.jpeg","dead",3,1,1,"dead","dead","dead","dead","dead","dead","dead","dead","dead","ead"
"6935.png","reform",3,1,1,"reaiorm","reaiorm","reiorm",,"reiorm","reiorm","reiorm","reiorm","reiorm","reform"
"6936.jpeg","pencil",3,1,1,"pencil","pencil","pencil",,"pencil","pencil","pencil","pencil","pencil",
"6937.png","depend",3,1,1,"depend","depend","depend","depend","depend","depend","depend","depend","depend","(D3

C3

~

wD

=) AO"
"6938.png","constant",3,1,1,,,,,,,,,,
"6939.jpeg","them",3,1,1,,,,,,,,,,"them"
"694.png",350,3,1,1,,,,,,,,,,
"6940.jpeg","So }",3,1,1,,,"So }","So }",,"So }","So }","So }","So }",
"6941.png","any",3,1,1,"any","any","any","any","any","any","any","any","any","ANY"
"6942.jpeg","foreordained",3,1,1,"foreordained","foreordained","foreordained","foreordained","foreordained","foreordained","foreordained","foreordained","foreordained","foreordained"
"6943.jpeg","WAS",3,1,1,,,,,,,,,,
"6944.jpeg",1857,3,1,1,1857,1857,1857,1857,1857,1857,1857,1857,1857,
"6945.png","What",3,1,1,,,,,,,,,,
"6946.jpeg","kind-",3,1,1,"kind-","kind-",,,"kind-",,,,,
"6947.png","Con.",3,1,1,,,,,,,,,,"Con."
"6948.jpeg","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"6949.jpeg","supposes",3,1,1,"supposes","supposes","supposes","supposes","supposes","supposes","supposes","supposes","supposes","SUppOSes"
"695.jpeg","WELL",3,1,1,"WELL","WELL","WELL",,"WELL","WELL","WELL","WELL","WELL","WELL"
"6950.png",12,3,1,1,,,,,,,,,,12
"6951.jpeg","talk",3,1,1,,,,,,,,,,
"6952.jpeg","office""",3,1,1,"office""","office""","office""","office""","office""","office""","office""","office""","office""","office"""
"6953.png","one",3,1,1,,,,,,,,,,
"6954.jpeg","but",3,1,1,,,,,"but",,,,,"but"
"6955.jpeg","chef@",3,1,1,"chef@","chef@","chef@","chet@","chef@","chef@","chef@","chef@","chef@",
"6956.png","as",3,1,1,,,,,,,,,,
"6957.png","and",3,1,1,,,,,,,,,,"ana"
"6958.jpeg","Aggie",3,1,1,"Aggie","Aggie","Aggie","Aggie","Aggie","Aggie","Aggie","Aggie","Aggie","Aggie"
"6959.jpeg","standard",3,1,1,"standard","standard","standard","standard","standard","standard","standard","standard","standard",
"696.png","its",3,1,1,"ifs","its","its","its","its","its","its","its","its",
"6960.png","a",3,1,1,,,,,,,,,,
"6961.png","services",3,1,1,,,,,,,,,,"service"
"6962.jpeg","the",3,1,1,,,,,,,,,,"the"
"6963.jpeg","BY",3,1,1,,,,,,,,,,"RY"
"6964.png","derivative",3,1,1,"aerivative","aerivative","aerivative",,"derivative","aerivative","aerivative","aerivative","aerivative","derivative"
"6965.jpeg","disturb",3,1,1,"disturb","disturb","disturb","disturb","disturb","disturb","disturb","disturb","disturb","aisturb"
"6966.jpeg","scornfully",3,1,1,"scornfully","scornfully","scornfully","scornfully","scornfully","scornfully","scornfully","scornfully","scornfully","scorntully"
"6967.png","(8)",3,1,1,,,,,,,,,,
"6968.png","OR",3,1,1,,,,,,,,,,
"6969.jpeg","US",3,1,1,,,,,,,,,,
"697.png","four",3,1,1,,,,,,,,,,
"6970.png","Motivation",3,1,1,,,,"MIO",,,,,,"Motivation"
"6971.png","various",3,1,1,,,,,,,,,,"Various"
"6972.jpeg","IN",3,1,1,"IN","IN","IN","IN","IN","IN","IN","IN","IN",
"6973.png","but",3,1,1,,,,,,,,,,
"6974.jpeg","back",3,1,1,,,,,,,,,,
"6975.png","ICAAP",3,1,1,,,,,,,,,,
"6976.jpeg","FAULT",3,1,1,,,,,,,,,,
"6977.png","following",3,1,1,"TOHOWING","TOHOWING","TOHOWING","TOHOWING","TOHOWING","TOHOWING","TOHOWING","TOHOWING","TOHOWING","FOHOwIngG"
"6978.jpeg","who",3,1,1,"who","who","who",,"who","who","who","who","who","who"
"6979.png","Economic",3,1,1,,,,,,,,,,"mn mr
. VP C ‘
tbe s
ea bS

c

7;"
"698.jpeg","remained",3,1,1,"remained","remained","remaimed","remamed","remained","remained","remained","remained","remained","renuuned"
"6980.jpeg","CHARACTER",3,1,1,"CHARACTER","CHARACTER","CHARACTER",,"CHARACTER","CHARACTER","CHARACTER","CHARACTER","CHARACTER","CHARACTER"
"6981.jpeg","the",3,1,1,"the","the","the","tate","the","the","tiie","the","tine",
"6982.png","needs",3,1,1,,,,,"needs",,,,,
"6983.png","managed",3,1,1,"manage","manage","manage","manage","manage","manage","manage","manage","manage",
"6984.png","check",3,1,1,,,,,,,,,,
"6985.jpeg","the",3,1,1,,,,,"the",,,,,"the"
"6986.png","the",3,1,1,,"the",,,,,,,,
"6987.jpeg","out",3,1,1,"out","out","out","Out","out","out","out","out","out",
"6988.png","as",3,1,1,,,,,,,,,,
"6989.jpeg","political",3,1,1,"political","political","political","political","political","political","political","political","political","politica’"
"699.jpeg","calf",3,1,1,"calf","calf","calf","calf","calf","calf","calf","calf","calf",
"6990.jpeg","IS",3,1,1,,,,,,,,,,
"6991.png","1$",3,1,1,,,,,,,,,,
"6992.jpeg","him",3,1,1,"him","him","him","Nin","him","hin","hin","hin","hin",
"6993.png","is",3,1,1,"is","is","is",,"is","is","is","is","is",
"6994.png","which",3,1,1,,,,"which",,,,,,
"6995.png","(c)",3,1,1,,,,,,,,,,
"6996.jpeg","have",3,1,1,"haxre","have","have","have","have","have","have","have","have",
"6997.jpeg","He",3,1,1,,,,,,,,,,
"6998.jpeg","to*",3,1,1,,,,,"to*",,,,,
"6999.jpeg","one?",3,1,1,"onee","onee","onee","one2","Oonee2","onee","onee","onee","onee","onee"
"7.jpeg","dogs",3,1,1,"dogs","dogs","dogs","dogs","dogs","dogs","dogs","dogs","dogs",
"70.png","Fill",3,1,1,,,,,,,,,,
"700.jpeg","yours",3,1,1,"yours","yours","YOUTS","yours","YOUuIS","YOUTS","YOUTS","YOUTS","YOUTS",
"7000.png","the",3,1,1,,,,,"the",,,,,"the"
"7001.jpeg","the",3,1,1,,,,,"the",,,,,"the"
"7002.png","Lexi",3,1,1,"lex]","lex]","lex]","1 ex]","l ex]","| ex]","| ex]","| ex]","lex]","| ex]"
"7003.png","Corporate",3,1,1,"Corporate","Corporate","Corporate","Corporate","Corporate","Corporate","Corporate","Corporate","Corporate","Corporate"
"7004.jpeg","the",3,1,1,"the","the",,"the",,,,,,
"7005.png","Justify",3,1,1,"Justify","Justify","Justify",,"Justify","Justify","Justify","Justify","Justify","Justify"
"7006.png","?",3,1,1,,,,,,,,,,"‘?"
"7007.png","of",3,1,1,,,,"rn
6",,,,,,
"7008.png","the",3,1,1,,,,,,,,,,
"7009.jpeg","people",3,1,1,"people",,"people",,"people",,,,,"people"
"701.png","for",3,1,1,"for","for","for","for","for","for","for","for","for","lOr"
"7010.png","of",3,1,1,"of","of","of","of","of","of","of","of","of","of"
"7011.png","OR",3,1,1,,,,,,,,,,
"7012.png","the",3,1,1,"the","the","the",,"the","the","the","the","the",
"7013.png","record,",3,1,1,"record,","record,","record,","record,","record,","record,","record,","record,","record,","record,"
"7014.jpeg","last",3,1,1,"last","last","last",,"last","last","last","last","last",
"7015.png","us",3,1,1,,,,,,,,,,"LIS"
"7016.jpeg","to",3,1,1,"to","to","to","to","to","to","to","to","to",
"7017.png","with",3,1,1,,,,"Wi",,,,,,
"7018.png","choice",3,1,1,"choice","choice","choice",,"choice","choice","choice","choice","choice","e)
when"
"7019.jpeg","which",3,1,1,"which","which","which","which","which","which","which","which","which","\\ ely"
"702.jpeg","will",3,1,1,,,,,,,,,,
"7020.png","customer"".",3,1,1,"customer .","customer .","customer .",,"customer .","customer .","customer .","customer .","customer .","customer ."
"7021.jpeg","the",3,1,1,,,,,,,,,,"the"
"7022.jpeg","of",3,1,1,,,,,,,,,,
"7023.jpeg","restrained",3,1,1,"restrained","restrained","restrained","restrained","restrained","restrained","restrained","restrained","restrained",
"7024.jpeg","That",3,1,1,"That","That","That",,"That","That","That","That","That","That"
"7025.jpeg","and",3,1,1,"and","and","and","and","ana","ana","ana","ana","ana",
"7026.jpeg","Shes",3,1,1,,,,,,,,,,
"7027.png","they",3,1,1,,,,,,,,,,
"7028.jpeg","regular",3,1,1,"regular","regular","regular",,"regular","regular","regular","regular","regular","revular"
"7029.jpeg","well",3,1,1,"well","well","well","well",,"well","well","well","well","wie ||"
"703.png","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7030.jpeg","the",3,1,1,"the","the","the",,"the","the","the","the","the","the"
"7031.png","Indian",3,1,1,,,,,,,,,,"Indian"
"7032.jpeg","POPULATION",3,1,1,,,,,,,,,,"Pope

{i/o"
"7033.png","Marks",3,1,1,,,,,"Viarks",,,,,
"7034.png","three)",3,1,1,"three)","three)","three)","three)","three)","three)","three)","three)","three)","three)"
"7035.png","each",3,1,1,,,,,,,,,,"eacn"
"7036.png","OR",3,1,1,,,,,,,,,,
"7037.jpeg","PERHAPS",3,1,1,"PERHAPS","PERHAPS","PERHAPS","PERHAPS","PFRHAPS","PERHAPS","PERHAPS","PERHAPS","PERHAPS","PFRHAPS"
"7038.png","senior",3,1,1,,,,,"Senior",,,,,"Seaniar"
"7039.png","Section",3,1,1,,,,,,,,,,"Section"
"704.png","customer",3,1,1,,,,,,,,,,"customer"
"7040.jpeg","the",3,1,1,,,,,"the",,,,,
"7041.png","marks.",3,1,1,,,,,"marks.",,,,,"marks."
"7042.png","minute",3,1,1,,,,,,,,,,
"7043.jpeg","the",3,1,1,,,"the","the","the","the","the","the","the","the"
"7044.jpeg","statue",3,1,1,"stanhie","stahie","statue","statie","statue","statue","statue","statue","statue","Satire:"
"7045.png","The",3,1,1,,,,,,,,,,
"7046.png","in",3,1,1,"in","in","in","in","in","in","in","in","in",
"7047.jpeg","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7048.jpeg","the",3,1,1,,,,"the",,,,,,
"7049.jpeg","WITHOUT",3,1,1,"WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT",
"705.jpeg","to",3,1,1,"te","te","te","te","to","+>","try","+>","te",
"7050.png","(2)",3,1,1,,,,,,,,,,
"7051.jpeg","PEOPLE",3,1,1,"PEQOPIE","PEOPLE","PEOPLE","PEOPLE","PEOPIE","PEOPLE","PEOPLE","PEOPLE","PEOPLE",
"7052.jpeg","gate",3,1,1,"gate","gate","gate","gate","gate","gate","gate","gate","gate",
"7053.jpeg","exclamation",3,1,1,"exclamation","exclamation","exclamation","exclamation","exclamation","exclamation","exclamation","exclamation","exclamation","exclamation"
"7054.png","was",3,1,1,,,,,,,,,,
"7055.jpeg","ORIGINAL",3,1,1,"ORIGINAL","ORIGINAL","ORIGINAL","ORIGINAL","ORIGINAL","ORIGINAL","ORIGINAL","ORIGINAL","ORIGINAL","ORIGINAL"
"7056.png","documents",3,1,1,"documents",,"documents",,"documents","documents","documents","documents","documents",
"7057.png","on",3,1,1,,,,,,,,,,
"7058.jpeg","what",3,1,1,"wheat",,"wings?",,"wheat","wihot","winat","what","winat",
"7059.png","Total",3,1,1,,,,,,,,,,
"706.png","continue",3,1,1,"continue","continue","continue","continue","continue","continue","continue","continue","continue",
"7060.jpeg","BE",3,1,1,"BE","BE","BE","BE","BE","BE","BE.","BE.","BE",
"7061.png","for",3,1,1,"ror","ror","ror","ror",,"ror","ror","ror","ror","for"
"7062.jpeg","different",3,1,1,"different","different","different","different","different","different","different","different","different","different"
"7063.jpeg","LOWERS",3,1,1,"LOWERS","LOWERS","LOWERS","LOWERS","LOWERS","LOWERS","LOWERS","LOWERS","LOWERS",
"7064.jpeg","Pisidice",3,1,1,"Pisidice","Pisidice","Pisidice","Pisidice","Pisidice","Pisidice","Pisidice","Pisidice","Pisidice","P,
\
ih
C
c"
"7065.png","hand",3,1,1,,,,,,,,,,"hand"
"7066.jpeg","all",3,1,1,"oll",,"ol!",,,,,,,
"7067.png","are",3,1,1,,,,,,,,,,"are"
"7068.jpeg","the",3,1,1,,,"the","the","the","the","the","the","the",
"7069.png","markets.",3,1,1,"markets.","markets.","markets.","markets.","markets.","markets.","markets.","markets.","markets.","markets."
"707.png","NEW",3,1,1,"S","S","S","NE VV","S","S","S","S","S",
"7070.png","Sadu",3,1,1,,,,,,,,,,
"7071.jpeg","COME",3,1,1,,,,,"COME",,,,,"CONT:"
"7072.jpeg","ROUND",3,1,1,,,,,,,,,,
"7073.jpeg","and",3,1,1,,,,"and","and",,,,,
"7074.jpeg","film &",3,1,1,"film &","film &","film &","film &","film &","film &","film &","film &","film &","film &"
"7075.png","face",3,1,1,"face","face","face","face","face","face","face","face","face","face"
"7076.jpeg","still",3,1,1,"stil|","stil|","still","still","stil|",,,,,
"7077.png","(i)",3,1,1,,,,,,,,,,
"7078.jpeg","scathing",3,1,1,"scathing","scathing","scathing","scathing","scathing","scathing","scathing","scathing","scathing",
"7079.jpeg","accustomed",3,1,1,"accustomed","accustomed","accustomed","accustomed","accustomed","accustomed","accustomed","accustomed","accustomed","accustomed"
"708.png","policy",3,1,1,"policy","policy","policy","policy","DOlICy","policy","policy","policy","policy",
"7080.png","a",3,1,1,,,,,,,,,,
"7081.png","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7082.png","(ii)",3,1,1,,,,,,,,,,
"7083.png","cycle",3,1,1,"cycie","cycie","cycie","cycie","cycie","cycie","cycie","cycie","cycie",
"7084.jpeg","PRACTICALLY",3,1,1,,,,,"PRACTICALLY",,,,,"PRACTICALLY"
"7085.png","higher",3,1,1,"e highe","e highe","e highe","e highe","e highe","e highe","e highe","e highe","e highe","e highe"
"7086.jpeg","tears",3,1,1,"tears","tears","tears","tears","tears","tears","tears","tears","tears","teirs"
"7087.jpeg","any",3,1,1,"any","any","any","any","any","any","any","any","any","any"
"7088.jpeg","come",3,1,1,"COmMme","COmMme","Come","CcCOmMme","COMe","Come","COmMme","Come","COme","COMe"
"7089.png","the",3,1,1,"tne","ine","tne","tne","tne","ine","ine","ine","tne","tne"
"709.png","Hersey",3,1,1,"Hersey","Hersey","Hersey","Hersey","Hersey","Hersey","Hersey","Hersey","Hersey",
"7090.jpeg","this",3,1,1,,,,,,,,,,"this"
"7091.jpeg","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7092.jpeg","they",3,1,1,"they","they","they","they","the V","they","they","they","they","thiey"
"7093.png","(REVISED",3,1,1,"(REVISED","(REVISED","(REVISED",,"(REVISED","(REVISED","(REVISED","(REVISED","(REVISED","(REVISED"
"7094.png","Discuss",3,1,1,,,,,"DISCUSS",,,,,"ISCLUSS"
"7095.png","motions",3,1,1,"motions","motions","motions","motions","motions","motions","motions","motions","motions","MOTOS"
"7096.jpeg","Women",3,1,1,"Wlomen","Women","Women","Women","Women","Wlomen","Wlomen","Wlomen","Wlomen","Women"
"7097.png","to",3,1,1,,,,,,,,,,
"7098.png","indicate",3,1,1,"indicate","indicate","indicate",,"indicate","indicate","indicate","indicate","indicate","micyeate"
"7099.png","clerk",3,1,1,"clerk","clerk","clerk",,"clerk","clerk","clerk","clerk","clerk","clerk"
"71.png","exchange.",3,1,1,"excnange.","excnange.","excnange.","excnange.","excnange.","excnange.","excnange.","excnange.","excnange.","excnange."
"710.jpeg","wanted",3,1,1,"wanted","wanted","wanted","wanted","wanted","wanted","wanted","wanted","wanted",
"7100.jpeg","its",3,1,1,,,"its","its",,,"its",,"its",
"7101.png","products",3,1,1,"products","products","products","products","products","products","products","products","products","products"
"7102.png","idea",3,1,1,,,,,,,,,,"idea"
"7103.jpeg","his",3,1,1,"his","his","his","his","his","his","his","his","his",
"7104.png","Why",3,1,1,"Why","Why","Why","Why","Why","Why","Why","Why","Why","Why"
"7105.png","channel",3,1,1,,,,,,,,,,"channe"
"7106.jpeg","them-",3,1,1,"them-","them-","them-","them-","them-","them-","them-","them-","them-","may"
"7107.png","a",3,1,1,,,,,,,,,,
"7108.png","the",3,1,1,,,,"the",,,,,,
"7109.png","Trading.",3,1,1,"Trading.","Trading.","Trading.","Trading.","Trading.","Trading.","Trading.","Trading.","Trading.","Trading."
"711.png","(a)",3,1,1,,,,"(a)",,,,,,
"7110.jpeg","mind",3,1,1,"mind","mind","mind","rind","mind","mind","mind","mind","mind",
"7111.jpeg","half",3,1,1,,,,,,,,,,"half"
"7112.png","of",3,1,1,"of","of",,,"of","of","of","of","of",
"7113.jpeg","an",3,1,1,,,,"an","an",,,,,"QT)"
"7114.png","Cadbury",3,1,1,"Cadbury","Cadbury","Cadbury","Cadbury","Cadbury","Cadbury","Cadbury","Cadbury","Cadbury",
"7115.jpeg","gets",3,1,1,"gets","gets","gets","gets","gets","gets","gets","gets","gets",
"7116.jpeg","here",3,1,1,"here","here","here","here","here","here","here","here","here",
"7117.jpeg","elements",3,1,1,"elemenis","elements","elements","elements","elements","elements","elements","elements","elements",
"7118.png","The",3,1,1,,,,,,,,,,
"7119.png","2nd",3,1,1,,,,,,,,,,
"712.jpeg","WE",3,1,1,"WE","WE","WE","WE","WE","WE","WE","WE","WE","WE"
"7120.png","growing",3,1,1,"growing","growing","growing","growing","growing","growing","growing","growing","growing","grow ng"
"7121.png","Cross",3,1,1,,,,,"Cross",,,,,
"7122.png","a",3,1,1,,,,,,,,,,
"7123.jpeg","IF",3,1,1,,,,,,,,,,
"7124.png","Packaging",3,1,1,"Packaging","Packaging","Packaging","Packaging","Packaging","Packaging","Packaging","Packaging","Packaging","Packa: ine

i"
"7125.jpeg","gently",3,1,1,"gently","gently","gently","gently","gently","gently","gently","gently","gently","gently"
"7126.jpeg","old",3,1,1,"old","old","old","old","old","old","old","old","old",
"7127.png","views",3,1,1,,,,,"views",,,,,"views"
"7128.jpeg","price",3,1,1,"price","price","price","price","price","price","price","price","price","price"
"7129.jpeg","different",3,1,1,"different","different","differant","different","different","cifferan?","cifferan?","cifferan?","cifferan}",
"713.png","b)",3,1,1,,,,,,,,,,"A"
"7130.png","in",3,1,1,"ia","rn)","rn)","rr)","rn","rn)","rn)","rn)","rn)",
"7131.png","What",3,1,1,,,,,,,,,,
"7132.jpeg",20,3,1,1,,,,,,,,,,
"7133.jpeg","At",3,1,1,"At","At","At","At","At","At","At","At","At",
"7134.png","of",3,1,1,,,,,,,,,,
"7135.png","in",3,1,1,,,,,11,,,,,
"7136.png","Discuss",3,1,1,,,,,,,,,,
"7137.png","the",3,1,1,"the","the","the",,"the","the","the","the","the",
"7138.jpeg","than",3,1,1,,,,,,,,,,"than"
"7139.jpeg","not",3,1,1,"not","not","not","not","not","not","not","not","not","not"
"714.jpeg","really",3,1,1,"really","really","really","really","really","really","really","really","really","really"
"7140.jpeg","is",3,1,1,,,,,,,,,,"1S"
"7141.jpeg","the",3,1,1,"the","the","the",,"the","the","the","the","the",
"7142.png","to",3,1,1,,,,,,,,,,
"7143.png","in",3,1,1,"in","in","Wn","in","Wn","in","Wn","in","Wn","Wn"
"7144.jpeg","who",3,1,1,"who","who","who","who","whic >","who","who","who","who","who"
"7145.png","Business’.",3,1,1,"BUSINESS |","BUSINESS |","BUSINESS |","BUSINESS |","MBUSINESS .","BUSINESS |","BUSINESS |","BUSINESS |","BUSINESS |","RBUSINGSS -"
"7146.jpeg","do",3,1,1,"do","do","do","do","do","do","do","do","do",
"7147.jpeg","GETTING",3,1,1,"GETTING","GETTING","GETTING",,"GETTING","GETTING","GETTING","GETTING","GETTING","GETTING"
"7148.png","Pantaloons",3,1,1,,,,,,,,,,"Mantaloons"
"7149.png","change",3,1,1,,,,,,,,,,
"715.jpeg","expeditions",3,1,1,"expeditions","expeditions","expeditions","expeditions","expeditions","expeditions","expeditions","expeditions","expeditions","expeditions"
"7150.png","of",3,1,1,"of","of","of","of","of","of","of","of","of","of"
"7151.png","Foundation",3,1,1,"Foundation","Foundation","Foundation","Foundation","Foundation","Foundation","Foundation","Foundation","Foundation",
"7152.png","learnt",3,1,1,,,,,,,,,,"learnt"
"7153.jpeg","were",3,1,1,"were","were","were","were","were","were","were","were","were","Were"
"7154.png","process",3,1,1,"DFOCESs","DFOCESS","DFOCESs","DFOCESS","DFOCESS","DFOCESS","DFOCESS","DFOCESS","DFOCESS","DrOCeSS"
"7155.jpeg","give",3,1,1,,,,"give","give",,,,,"give"
"7156.png","its",3,1,1,"its","its","its","its","its","its","its","its","its","vw)
eo"
"7157.jpeg","Eurotas",3,1,1,"Furotas","Furotas","Furotas","Furotas","Furotas","Furotas","Furotas","Furotas","Furotas","Furotas"
"7158.png","with",3,1,1,,,,,,,,,,"Vi | i hy"
"7159.png","family",3,1,1,"family","family","family","family","family","family","family","family","family","yt"
"716.png","notes",3,1,1,,"o",,"°",,"°","°","°","°","¥
&

GOLES"
"7160.png","recommendations",3,1,1,,,,,,,,,,"recommendations"
"7161.jpeg","he",3,1,1,"he","he","he","he","he","he","he","he","he",
"7162.png","loans",3,1,1,"loans","ioans","ioans","ioans","loans","moans","ioans","moans","ioans","moans"
"7163.png","too,",3,1,1,"too.","too.","too.","too.","too.","too.","too.","too.","too.","tOO."
"7164.jpeg","DECORATIONS",3,1,1,"DECORATIONS","DECORATIONS","DECORATIONS",,"DECORATIONS","DECORATIONS","DECORATIONS","DECORATIONS","DECORATIONS","Lo} © oko. | eas,"
"7165.jpeg","memorial",3,1,1,"memorial","memorial","memorial","memorial","memorial","memorial","memorial","memorial","memorial",
"7166.png","Define",3,1,1,,,,,,,,,,"Define"
